Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
No . You can never count on the grown-ups when there is something .,neutral,dailydialog_13978,0,Speaker,dailydialog
Where did you go yesterday ?,neutral,dailydialog_13979,0,Speaker,dailydialog
How much do you want to deposit ?,neutral,dailydialog_13980,0,Speaker,dailydialog
"I don ’ t think so , Mr . Parsons . I think you have covered all the main points for me .",neutral,dailydialog_13981,0,Speaker,dailydialog
"So , this is the worst story I ’ Ve heard this month . You have my real sympathy , Tim .",sadness,dailydialog_13982,0,Speaker,dailydialog
"Oh , you look stunning . Your dress really goes well with your shoes .",joy,dailydialog_13983,0,Speaker,dailydialog
Why don't you begin by telling me something about yourself ?,neutral,dailydialog_13984,0,Speaker,dailydialog
"Can I give you some advice on a loan , or ...",neutral,dailydialog_13985,0,Speaker,dailydialog
"Well , I'm staying at the YMCA at the moment . I'm looking for somewhere more permanent . Do you know of any good places ?",neutral,dailydialog_13986,0,Speaker,dailydialog
How did he know that he had bad mouthed him ?,neutral,dailydialog_13987,0,Speaker,dailydialog
When can I get high speed internet installed ?,neutral,dailydialog_13988,0,Speaker,dailydialog
"Premium , PLS . Could you check my tyres , too ? I think they need air .",neutral,dailydialog_13989,0,Speaker,dailydialog
"The reservation was for a double for three nights , wasn't it ?",neutral,dailydialog_13990,0,Speaker,dailydialog
"no , I don't have anything to declare .",neutral,dailydialog_13991,0,Speaker,dailydialog
Do you know how happy I am ? The Ant Kingdom is a perfect world with colorful fairy tales . It seems like the air is fresh here .,joy,dailydialog_13992,0,Speaker,dailydialog
Great ! I will apply for a credit card when I go to the bank later .,joy,dailydialog_13993,0,Speaker,dailydialog
"Excuse me , is this seat taken ?",neutral,dailydialog_13994,0,Speaker,dailydialog
"Fine , well just send the form to us and we will let you know as soon as your supplies come in . Have a good day !",joy,dailydialog_13995,0,Speaker,dailydialog
"It's the 17th week now , isn't it ?",neutral,dailydialog_13996,0,Speaker,dailydialog
Are you under a lot of stress ?,neutral,dailydialog_13997,0,Speaker,dailydialog
"No , I don ’ t mind at all . I receive 3,000 RIB a month , after tax .",neutral,dailydialog_13998,0,Speaker,dailydialog
We are all going to have great interviews . What are some things that we need to remember in an interview ?,neutral,dailydialog_13999,0,Speaker,dailydialog
I think that April would work . Spring is a lovely time to be in the mountains .,joy,dailydialog_14000,0,Speaker,dailydialog
You are really career minded .,neutral,dailydialog_14001,0,Speaker,dailydialog
"Oh , I see . I'd like to have hot food .",neutral,dailydialog_14002,0,Speaker,dailydialog
I think these patterns are quite good . Can you give me a price indication of these ?,neutral,dailydialog_14003,0,Speaker,dailydialog
Do you want to type that letter ?,neutral,dailydialog_14004,0,Speaker,dailydialog
How about having dinner with me ?,joy,dailydialog_14005,0,Speaker,dailydialog
"Yes , I think that rice will go perfectly with my chicken !",joy,dailydialog_14006,0,Speaker,dailydialog
I really can't wait that long . Are there any other buses that can take me there ?,neutral,dailydialog_14007,0,Speaker,dailydialog
So I guess I have to report that I ’ Ve found a little bit of work .,neutral,dailydialog_14008,0,Speaker,dailydialog
how dare you !,anger,dailydialog_14009,0,Speaker,dailydialog
"OK , see you later .",joy,dailydialog_14010,0,Speaker,dailydialog
Kobe came to Beijing during this summer's Olympics . Did you go to the match between China and USA ?,neutral,dailydialog_14011,0,Speaker,dailydialog
No . do you have a car ?,neutral,dailydialog_14012,0,Speaker,dailydialog
"Not really . It's a dull one , and the production isn't satisfactory , either .",neutral,dailydialog_14013,0,Speaker,dailydialog
Are you sure ? We can't really take it ? I reconfirmed with Miss Peterson the other day .,neutral,dailydialog_14014,0,Speaker,dailydialog
"It wasn't too crowded , but we had a great time ! We got on the see-saw together , then went on a couple of different slides and then I tried to go with him in the jungle gym , but I didn't fit .",joy,dailydialog_14015,0,Speaker,dailydialog
I stayed online chatting with friends all night . It was great fun .,neutral,dailydialog_14016,0,Speaker,dailydialog
"Marketing manage office , can I help you ?",neutral,dailydialog_14017,0,Speaker,dailydialog
"You know the car I'm driving , which is still in good condition though it is second-hand . And it only cost me 300 dollars . It was so cheap .",neutral,dailydialog_14018,0,Speaker,dailydialog
Thanks . You too .,joy,dailydialog_14019,0,Speaker,dailydialog
"We'll reach the Beijing hotel in another ten minutes . When we arrived there , you can go up and have a rest . The hotel has very good service , and it's considered as one of the best hotels here .",neutral,dailydialog_14020,0,Speaker,dailydialog
"I mean , we could flip a coin for it , but I would probably win again . I'm incredibly lucky you know . Especially with girls .",neutral,dailydialog_14021,0,Speaker,dailydialog
"OK . It's 15066688866 . Call me ! Bye-bye , then .",joy,dailydialog_14022,0,Speaker,dailydialog
That's amazing . What tips did your trainer give you ?,joy,dailydialog_14023,0,Speaker,dailydialog
But I can't just slow down .,neutral,dailydialog_14024,0,Speaker,dailydialog
Can I borrow these magazines ?,neutral,dailydialog_14025,0,Speaker,dailydialog
How can you help me to decide which areas to invest in ?,neutral,dailydialog_14026,0,Speaker,dailydialog
But then there were some cracks in a number of cases . Almost all the bottom of the cases were loose .,neutral,dailydialog_14027,0,Speaker,dailydialog
I guess the spirit of it is what really makes any tradition fun .,neutral,dailydialog_14028,0,Speaker,dailydialog
let ’ s go together .,joy,dailydialog_14029,0,Speaker,dailydialog
Have you any package tour to Italy ?,neutral,dailydialog_14030,0,Speaker,dailydialog
Can I draw my tax back here ?,neutral,dailydialog_14031,0,Speaker,dailydialog
"Maybe . Oh , I see the Jungle Flying Train . I once rode it . It was very exciting .",joy,dailydialog_14032,0,Speaker,dailydialog
"Hey , you wanna see a movie tomorrow ?",joy,dailydialog_14033,0,Speaker,dailydialog
So did you get in touch with your brother ?,neutral,dailydialog_14034,0,Speaker,dailydialog
"Totally . I am saying it from the bottom of my heart ! And it's obvious that he ’ s head over heels in love with you , too .",joy,dailydialog_14035,0,Speaker,dailydialog
How about tax and service charge ?,neutral,dailydialog_14036,0,Speaker,dailydialog
"Actually , I am afraid I will be stuck in the job forever , if I choose a bad one .",neutral,dailydialog_14037,0,Speaker,dailydialog
That'd be nice .,joy,dailydialog_14038,0,Speaker,dailydialog
Thanks . Now let's decide which one of these suits looks best for this occasion .,joy,dailydialog_14039,0,Speaker,dailydialog
did you like them ? You could take the last one home with you .,neutral,dailydialog_14040,0,Speaker,dailydialog
Huh ? What ?,surprise,dailydialog_14041,0,Speaker,dailydialog
"I'm not sure , but I think so . I'm very exhaust but I can't sleep .",sadness,dailydialog_14042,0,Speaker,dailydialog
We found your samples very attractive.We ' re interested in buying your garments if your prices are reasonable,neutral,dailydialog_14043,0,Speaker,dailydialog
It's settled then .,neutral,dailydialog_14044,0,Speaker,dailydialog
How much is the hat ?,neutral,dailydialog_14045,0,Speaker,dailydialog
"Yeah , after all the explanations like , it ’ s too heavy , I was in a hurry ... whatever .",anger,dailydialog_14046,0,Speaker,dailydialog
But I'm not sure if they're well-rcceived .,neutral,dailydialog_14047,0,Speaker,dailydialog
Cheer up ! It's not the only chance in life to do well on a test . There'll be many more .,neutral,dailydialog_14048,0,Speaker,dailydialog
"Yes , do you have any flights to Sydney next Tuesday afternoon ?",neutral,dailydialog_14049,0,Speaker,dailydialog
You need a bath every day .,neutral,dailydialog_14050,0,Speaker,dailydialog
"Fine , thank you , and you ?",joy,dailydialog_14051,0,Speaker,dailydialog
When will it begin ?,neutral,dailydialog_14052,0,Speaker,dailydialog
"I think 2,000 would be fine .",neutral,dailydialog_14053,0,Speaker,dailydialog
Uh huh . How about a used car ? They've got good ones now .,neutral,dailydialog_14054,0,Speaker,dailydialog
"Well , the desk by the window is nicer , of course . Don't you think ?",neutral,dailydialog_14055,0,Speaker,dailydialog
"Oh , that's exciting . What's this guy like ? Is he hot ?",joy,dailydialog_14056,0,Speaker,dailydialog
What brings you here ?,neutral,dailydialog_14057,0,Speaker,dailydialog
"Yes , I'm back ! It's nice to see you again . I'm here about those documents .",neutral,dailydialog_14058,0,Speaker,dailydialog
"OK , Sir . Almost there , I just need your PIN number . When we issue you with a new card and book we would recommend that you change your PIN number . It's a very simple procedure .",neutral,dailydialog_14059,0,Speaker,dailydialog
Well . You must report that it ’ s been stolen . And give the police description of your bag . You ’ d better go to the local police station tomorrow morning .,neutral,dailydialog_14060,0,Speaker,dailydialog
I'll always remember my college days .,joy,dailydialog_14061,0,Speaker,dailydialog
"I'll pay cash , thank you .",joy,dailydialog_14062,0,Speaker,dailydialog
What places does the tour include ?,neutral,dailydialog_14063,0,Speaker,dailydialog
Can you imagine she's over forty ?,joy,dailydialog_14064,0,Speaker,dailydialog
"You were so happy , weren ’ t you ?",neutral,dailydialog_14065,0,Speaker,dailydialog
"I see , that sounds like something she would have really liked . I am sure the memorial service will be tasteful . You are doing a great job .",neutral,dailydialog_14066,0,Speaker,dailydialog
I will ask my friends for you.Maybe someone knows a company that needs part-time people.That ' s another thing you should do . Ask all your friends to ask around for you.You might find something .,neutral,dailydialog_14067,0,Speaker,dailydialog
That ’ s great . We can go boating on the lake in the afternoon .,joy,dailydialog_14068,0,Speaker,dailydialog
I want five carats .,neutral,dailydialog_14069,0,Speaker,dailydialog
Have a good day .,joy,dailydialog_14070,0,Speaker,dailydialog
Actually it was the most interesting day I ’ Ve had so far .,joy,dailydialog_14071,0,Speaker,dailydialog
"So , Jack , do you believe in ghosts ?",neutral,dailydialog_14072,0,Speaker,dailydialog
Can we adjust the pitch a little ? Maybe he'll sound better in a higher key .,neutral,dailydialog_14073,0,Speaker,dailydialog
"That ’ s all you ever think about , food ! Oh , I think the bride ’ s coming now ! She looks gorgeous . Wait , what ’ s she doing ? Where ’ s she going ?",surprise,dailydialog_14074,0,Speaker,dailydialog
"That ’ s true . For the Junior Executive Room ... three nights ... yes , your bill should be $ 1,500",neutral,dailydialog_14075,0,Speaker,dailydialog
I will . Thanks for telling me .,joy,dailydialog_14076,0,Speaker,dailydialog
"Oh , great ! I love it ! You know I've been expecting this for a long time .",joy,dailydialog_14077,0,Speaker,dailydialog
We actually met at a dance party . He fell for me .,joy,dailydialog_14078,0,Speaker,dailydialog
"I ’ Ve seen them before . They ’ re quite incredible . If you want to see historical figures in London , there ’ s one place you have to go .",joy,dailydialog_14079,0,Speaker,dailydialog
Jennifer Davies ? Give me a break ! I can't stand her . She's such a dweeb ! How could she possibly ace it when she keeps cutting class all the time ?,anger,dailydialog_14080,0,Speaker,dailydialog
Your garden is looking beautiful this summer . The flowers are really colorful .,joy,dailydialog_14081,0,Speaker,dailydialog
I'm tired of this job .,disgust,dailydialog_14082,0,Speaker,dailydialog
"3,500 yuan .",neutral,dailydialog_14083,0,Speaker,dailydialog
How long can I keep the books ?,neutral,dailydialog_14084,0,Speaker,dailydialog
I pray that he actually makes things better in this country .,neutral,dailydialog_14085,0,Speaker,dailydialog
"Yes , they can . If you remember correctly , people used to believe that the world was flat .",joy,dailydialog_14086,0,Speaker,dailydialog
Yes . It's right here .,neutral,dailydialog_14087,0,Speaker,dailydialog
